 
# GREAT version 2.0.2	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0005092	GDP-dissociation inhibitor activity	61	2.794203e-2	1.000000e+0	1.000000e+0	3.528842e+1	2.833790e-2	1	1.362399e-4	4.807692e-3	184	1.291414e-1	1.000000e+0	1.000000e+0	7.296053e+0	1.370604e-1	1	8	3.289474e-3	1.250000e-1	32	ARHGDIA
GO Molecular Function	GO:0016836	hydro-lyase activity	62	2.836211e-2	1.000000e+0	1.000000e+0	4.599100e+0	6.523015e-1	3	3.136065e-3	1.442308e-2	52	3.085775e-2	1.000000e+0	1.000000e+0	4.377632e+0	6.853021e-1	3	40	9.868421e-3	7.500000e-2	30,41,66	AUH,ENO3,HNRNPL
GO Molecular Function	GO:0004634	phosphopyruvate hydratase activity	63	2.934547e-2	1.000000e+0	1.000000e+0	3.357673e+1	2.978253e-2	1	1.431853e-4	4.807692e-3	108	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	41	ENO3
GO Molecular Function	GO:0047115	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	64	2.940284e-2	1.000000e+0	1.000000e+0	3.351023e+1	2.984163e-2	1	1.434694e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	33	AKR1C3
GO Molecular Function	GO:0004857	enzyme inhibitor activity	65	3.162903e-2	1.000000e+0	1.000000e+0	1.982739e+0	5.043529e+0	10	2.424774e-2	4.807692e-2	183	1.213018e-1	1.000000e+0	1.000000e+0	1.626994e+0	4.917042e+0	8	287	2.631579e-2	2.787456e-2	30,30,30,31,31,35,36,42,45,56	ANXA2,AZIN1,HEXIM1,SERPINE1,SERPINF2,SOCS3,TRIB1,WNK1
GO Molecular Function	GO:0008184	glycogen phosphorylase activity	66	3.165256e-2	1.000000e+0	1.000000e+0	3.109274e+1	3.216185e-2	1	1.546243e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	57	PYGB
GO Molecular Function	GO:0001784	phosphotyrosine binding	67	3.175287e-2	1.000000e+0	1.000000e+0	7.233972e+0	2.764733e-1	2	1.329198e-3	9.615385e-3	43	2.324145e-2	1.000000e+0	1.000000e+0	8.338346e+0	2.398557e-1	2	14	6.578947e-3	1.428571e-1	30,41	PTPN6,SHC1
GO Molecular Function	GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	68	3.209527e-2	1.000000e+0	1.000000e+0	4.379029e+0	6.850834e-1	3	3.293670e-3	1.442308e-2	120	6.778704e-2	1.000000e+0	1.000000e+0	4.669474e+0	4.283138e-1	2	25	6.578947e-3	8.000000e-2	30,41,42	ANXA2,PFN1
GO Molecular Function	GO:0004859	phospholipase inhibitor activity	69	3.401378e-2	1.000000e+0	1.000000e+0	6.965421e+0	2.871327e-1	2	1.380446e-3	9.615385e-3	238	1.873356e-1	1.000000e+0	1.000000e+0	4.864035e+0	2.055906e-1	1	12	3.289474e-3	8.333333e-2	30,42	ANXA2
GO Molecular Function	GO:0055102	lipase inhibitor activity	70	3.439040e-2	1.000000e+0	1.000000e+0	6.923272e+0	2.888807e-1	2	1.388850e-3	9.615385e-3	263	2.149624e-1	1.000000e+0	1.000000e+0	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	30,42	ANXA2
GO Molecular Function	GO:0070698	type I activin receptor binding	71	3.502078e-2	1.000000e+0	1.000000e+0	2.805391e+1	3.564566e-2	1	1.713734e-4	4.807692e-3	27	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	SMAD6
GO Molecular Function	GO:0015056	corticotrophin-releasing factor receptor activity	72	3.539396e-2	1.000000e+0	1.000000e+0	2.775281e+1	3.603238e-2	1	1.732326e-4	4.807692e-3	56	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	CRHR1
GO Molecular Function	GO:0019855	calcium channel inhibitor activity	73	3.661328e-2	1.000000e+0	1.000000e+0	2.681179e+1	3.729702e-2	1	1.793126e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	30	STX1A
GO Molecular Function	GO:0004522	pancreatic ribonuclease activity	74	3.668654e-2	1.000000e+0	1.000000e+0	2.675724e+1	3.737306e-2	1	1.796782e-4	4.807692e-3	263	2.149624e-1	1.000000e+0	1.000000e+0	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	32	RNASE4
GO Molecular Function	GO:0004768	stearoyl-CoA 9-desaturase activity	75	3.670167e-2	1.000000e+0	1.000000e+0	2.674600e+1	3.738876e-2	1	1.797537e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	31	SCD
GO Molecular Function	GO:0047006	17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity	76	3.689734e-2	1.000000e+0	1.000000e+0	2.660150e+1	3.759187e-2	1	1.807301e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	33	AKR1C3
GO Molecular Function	GO:0051424	corticotropin-releasing hormone binding	77	3.699263e-2	1.000000e+0	1.000000e+0	2.653167e+1	3.769080e-2	1	1.812058e-4	4.807692e-3	56	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	36	CRHR1
GO Molecular Function	GO:0070064	proline-rich region binding	78	3.719318e-2	1.000000e+0	1.000000e+0	6.629939e+0	3.016619e-1	2	1.450298e-3	9.615385e-3	46	2.651790e-2	1.000000e+0	1.000000e+0	7.782456e+0	2.569883e-1	2	15	6.578947e-3	1.333333e-1	34,41	PFN1,RABAC1
GO Molecular Function	GO:0047042	androsterone dehydrogenase (B-specific) activity	79	3.797803e-2	1.000000e+0	1.000000e+0	2.583019e+1	3.871439e-2	1	1.861269e-4	4.807692e-3	5	8.677656e-4	1.000000e+0	5.902542e-1	3.891228e+1	5.139766e-2	2	3	6.578947e-3	6.666667e-1	33	AKR1C3,AKR1C4
GO Molecular Function	GO:0015254	glycerol channel activity	80	3.832791e-2	1.000000e+0	1.000000e+0	2.558980e+1	3.907807e-2	1	1.878754e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	38	AQP9
GO Molecular Function	GO:0070324	thyroid hormone binding	81	3.865773e-2	1.000000e+0	1.000000e+0	2.536716e+1	3.942104e-2	1	1.895242e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	30	ALDH1A3
GO Molecular Function	GO:0043559	insulin binding	82	3.927897e-2	1.000000e+0	1.000000e+0	6.432280e+0	3.109317e-1	2	1.494864e-3	9.615385e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	38,44	IGF1R
GO Molecular Function	GO:0003747	translation release factor activity	83	4.052990e-2	1.000000e+0	1.000000e+0	2.417210e+1	4.137001e-2	1	1.988943e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	49	ICT1
GO Molecular Function	GO:0005544	calcium-dependent phospholipid binding	84	4.060920e-2	1.000000e+0	1.000000e+0	3.983810e+0	7.530480e-1	3	3.620423e-3	1.442308e-2	121	7.263004e-2	1.000000e+0	1.000000e+0	4.489879e+0	4.454463e-1	2	26	6.578947e-3	7.692308e-2	30,33,42	ANXA2,ANXA8L1
GO Molecular Function	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	85	4.233467e-2	1.000000e+0	1.000000e+0	2.648438e+0	1.887905e+0	5	9.076467e-3	2.403846e-2	79	4.644095e-2	1.000000e+0	1.000000e+0	2.560018e+0	1.953111e+0	5	114	1.644737e-2	4.385965e-2	32,33,33,34,37	AKR1B10,AKR1C3,AKR1C4,ALDH3A1,LDHA
GO Molecular Function	GO:0004839	ubiquitin activating enzyme activity	86	4.269653e-2	1.000000e+0	1.000000e+0	2.291988e+1	4.363025e-2	1	2.097608e-4	4.807692e-3	56	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	39	SAE1
GO Molecular Function	GO:0003960	NADPH:quinone reductase activity	87	4.332478e-2	1.000000e+0	1.000000e+0	2.258019e+1	4.428660e-2	1	2.129163e-4	4.807692e-3	108	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	34	TP53I3
GO Molecular Function	GO:0043548	phosphatidylinositol 3-kinase binding	88	4.365107e-2	1.000000e+0	1.000000e+0	3.868359e+0	7.755227e-1	3	3.728475e-3	1.442308e-2	77	4.537858e-2	1.000000e+0	1.000000e+0	5.836842e+0	3.426510e-1	2	20	6.578947e-3	1.000000e-1	32,38,44	CALM2,IGF1R
GO Molecular Function	GO:0004490	methylglutaconyl-CoA hydratase activity	89	4.408301e-2	1.000000e+0	1.000000e+0	2.218312e+1	4.507932e-2	1	2.167275e-4	4.807692e-3	27	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	30	AUH
GO Molecular Function	GO:0004712	protein serine/threonine/tyrosine kinase activity	90	4.442632e-2	1.000000e+0	1.000000e+0	3.840624e+0	7.811231e-1	3	3.755399e-3	1.442308e-2	399	4.541553e-1	1.000000e+0	1.000000e+0	1.667669e+0	5.996393e-1	1	35	3.289474e-3	2.857143e-2	31,36,56	AURKB
GO Molecular Function	GO:0004459	L-lactate dehydrogenase activity	91	4.466687e-2	1.000000e+0	1.000000e+0	2.188655e+1	4.569016e-2	1	2.196642e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	32	LDHA
GO Molecular Function	GO:0016165	lipoxygenase activity	92	4.563225e-2	1.000000e+0	1.000000e+0	2.141284e+1	4.670095e-2	1	2.245238e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	49	ALOXE3
GO Molecular Function	GO:0048306	calcium-dependent protein binding	93	4.696758e-2	1.000000e+0	1.000000e+0	3.754009e+0	7.991456e-1	3	3.842046e-3	1.442308e-2	47	2.701007e-2	1.000000e+0	1.000000e+0	4.608033e+0	6.510370e-1	3	38	9.868421e-3	7.894737e-2	30,30,32	CALM2,S100A11,STX1A
GO Molecular Function	GO:0004950	chemokine receptor activity	94	4.754550e-2	1.000000e+0	1.000000e+0	5.780979e+0	3.459622e-1	2	1.663280e-3	9.615385e-3	342	3.509985e-1	1.000000e+0	1.000000e+0	2.334737e+0	4.283138e-1	1	25	3.289474e-3	4.000000e-2	31,51	CCR7
GO Molecular Function	GO:0019887	protein kinase regulator activity	95	4.774856e-2	1.000000e+0	1.000000e+0	2.309898e+0	2.597517e+0	6	1.248806e-2	2.884615e-2	18	1.027342e-2	1.000000e+0	1.000000e+0	3.272996e+0	1.833183e+0	6	107	1.973684e-2	5.607477e-2	30,32,35,41,45,56	CCND1,CKS1B,HEXIM1,SOCS3,TRIB1,WNK1
GO Molecular Function	GO:0008073	ornithine decarboxylase inhibitor activity	96	4.829532e-2	1.000000e+0	1.000000e+0	2.020422e+1	4.949462e-2	1	2.379549e-4	4.807692e-3	108	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	31	AZIN1
GO Molecular Function	GO:0032036	myosin heavy chain binding	97	5.007505e-2	1.000000e+0	1.000000e+0	1.946815e+1	5.136595e-2	1	2.469517e-4	4.807692e-3	163	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	30	STX1A
GO Molecular Function	GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	98	5.141255e-2	1.000000e+0	1.000000e+0	1.894851e+1	5.277460e-2	1	2.537240e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	33	AKR1C3
GO Molecular Function	GO:0004672	protein kinase activity	99	5.240016e-2	1.000000e+0	1.000000e+0	1.447202e+0	1.520175e+1	22	7.308532e-2	1.057692e-1	48	2.957927e-2	1.000000e+0	1.000000e+0	1.628886e+0	1.105050e+1	18	645	5.921053e-2	2.790698e-2	30,30,30,30,30,31,31,32,32,33,34,34,35,36,36,37,37,38,38,44,56,61	ADCK4,AKAP13,AURKB,CCND1,CSNK1D,GSK3A,GTF2H1,IGF1R,KCNH1,NRP1,PBK,POLR2A,POLR2I,SCYL1,SYK,TRIB1,ULK2,WNK1
GO Molecular Function	GO:0019956	chemokine binding	100	5.249261e-2	1.000000e+0	1.000000e+0	5.466877e+0	3.658396e-1	2	1.758844e-3	9.615385e-3	360	3.730776e-1	1.000000e+0	1.000000e+0	2.161793e+0	4.625789e-1	1	27	3.289474e-3	3.703704e-2	31,51	CCR7
GO Molecular Function	GO:0045309	protein phosphorylated amino acid binding	101	5.296358e-2	1.000000e+0	1.000000e+0	5.439281e+0	3.676956e-1	2	1.767767e-3	9.615385e-3	77	4.537858e-2	1.000000e+0	1.000000e+0	5.836842e+0	3.426510e-1	2	20	6.578947e-3	1.000000e-1	30,41	PTPN6,SHC1
GO Molecular Function	GO:0004457	lactate dehydrogenase activity	102	5.458340e-2	1.000000e+0	1.000000e+0	1.781831e+1	5.612203e-2	1	2.698175e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	32	LDHA
GO Molecular Function	GO:0051721	protein phosphatase 2A binding	103	5.533167e-2	1.000000e+0	1.000000e+0	5.305887e+0	3.769398e-1	2	1.812210e-3	9.615385e-3	49	2.996858e-2	1.000000e+0	1.000000e+0	7.296053e+0	2.741208e-1	2	16	6.578947e-3	1.250000e-1	35,38	SMG7,STRN4
GO Molecular Function	GO:0004588	orotate phosphoribosyltransferase activity	104	5.585740e-2	1.000000e+0	1.000000e+0	1.740034e+1	5.747013e-2	1	2.762987e-4	4.807692e-3	27	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	UMPS
GO Molecular Function	GO:0004590	orotidine-5'-phosphate decarboxylase activity	104	5.585740e-2	1.000000e+0	1.000000e+0	1.740034e+1	5.747013e-2	1	2.762987e-4	4.807692e-3	27	1.713255e-2	1.000000e+0	1.000000e+0	5.836842e+1	1.713255e-2	1	1	3.289474e-3	1.000000e+0	33	UMPS
GO Molecular Function	GO:0015168	glycerol transmembrane transporter activity	106	5.588438e-2	1.000000e+0	1.000000e+0	1.739170e+1	5.749869e-2	1	2.764360e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	38	AQP9
GO Molecular Function	GO:0003743	translation initiation factor activity	107	5.609166e-2	1.000000e+0	1.000000e+0	3.487630e+0	8.601829e-1	3	4.135495e-3	1.442308e-2	161	1.075161e-1	1.000000e+0	1.000000e+0	2.613511e+0	1.147881e+0	3	67	9.868421e-3	4.477612e-2	30,33,37	EIF1,EIF1AD,EIF4B
GO Molecular Function	GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	108	5.656898e-2	1.000000e+0	1.000000e+0	5.239530e+0	3.817136e-1	2	1.835162e-3	9.615385e-3	251	2.012680e-1	1.000000e+0	1.000000e+0	4.489879e+0	2.227232e-1	1	13	3.289474e-3	7.692308e-2	30,32	DUSP1
GO Molecular Function	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	109	5.677437e-2	1.000000e+0	1.000000e+0	2.433818e+0	2.054385e+0	5	9.876852e-3	2.403846e-2	106	6.226783e-2	1.000000e+0	1.000000e+0	2.353565e+0	2.124436e+0	5	124	1.644737e-2	4.032258e-2	32,33,33,34,37	AKR1B10,AKR1C3,AKR1C4,ALDH3A1,LDHA
GO Molecular Function	GO:0043560	insulin receptor substrate binding	110	5.713857e-2	1.000000e+0	1.000000e+0	5.209707e+0	3.838988e-1	2	1.845667e-3	9.615385e-3	251	2.012680e-1	1.000000e+0	1.000000e+0	4.489879e+0	2.227232e-1	1	13	3.289474e-3	7.692308e-2	38,44	IGF1R
GO Molecular Function	GO:0033549	MAP kinase phosphatase activity	111	5.786780e-2	1.000000e+0	1.000000e+0	5.172167e+0	3.866851e-1	2	1.859063e-3	9.615385e-3	263	2.149624e-1	1.000000e+0	1.000000e+0	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	30,32	DUSP1
GO Molecular Function	GO:0036002	pre-mRNA binding	112	5.929096e-2	1.000000e+0	1.000000e+0	1.636329e+1	6.111241e-2	1	2.938096e-4	4.807692e-3	163	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	34	DDX5
GO Molecular Function	GO:0008135	translation factor activity, nucleic acid binding	113	5.940590e-2	1.000000e+0	1.000000e+0	2.750186e+0	1.454447e+0	4	6.992535e-3	1.923077e-2	181	1.204330e-1	1.000000e+0	1.000000e+0	2.122488e+0	1.884581e+0	4	110	1.315789e-2	3.636364e-2	30,33,37,49	EIF1,EIF1AD,EIF4B,ICT1
GO Molecular Function	GO:0019899	enzyme binding	114	5.950892e-2	1.000000e+0	1.000000e+0	1.368077e+0	1.973574e+1	27	9.488336e-2	1.298077e-1	22	1.397278e-2	1.000000e+0	1.000000e+0	1.601768e+0	1.560775e+1	25	911	8.223684e-2	2.744237e-2	30,30,30,30,30,30,31,31,32,32,32,32,33,33,33,33,34,35,35,35,36,37,38,38,41,42,44	ACTG1,ANXA2,BCAR1,CALM2,CCND1,CDC25B,GSK3A,HNRNPUL1,IGF1R,ITGB1,LUC7L2,NFKBIA,PCBP2,PFN1,POLR2A,PTPN6,RPH3AL,SERPINE1,SERPINF2,SMAD3,SMAD6,SMG7,STRN4,TNFRSF1A,TRIB1
GO Molecular Function	GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters	115	5.995348e-2	1.000000e+0	1.000000e+0	1.617685e+1	6.181673e-2	1	2.971958e-4	4.807692e-3	294	2.546571e-1	1.000000e+0	1.000000e+0	3.433437e+0	2.912534e-1	1	17	3.289474e-3	5.882353e-2	32	RNASE4
GO Molecular Function	GO:0016835	carbon-oxygen lyase activity	116	6.052781e-2	1.000000e+0	1.000000e+0	3.377937e+0	8.881160e-1	3	4.269789e-3	1.442308e-2	124	7.414295e-2	1.000000e+0	1.000000e+0	3.072022e+0	9.765555e-1	3	57	9.868421e-3	5.263158e-2	30,41,66	AUH,ENO3,HNRNPL
GO Molecular Function	GO:0051287	NAD binding	117	6.055669e-2	1.000000e+0	1.000000e+0	3.377258e+0	8.882946e-1	3	4.270647e-3	1.442308e-2	270	2.174454e-1	1.000000e+0	1.000000e+0	2.288958e+0	8.737601e-1	2	51	6.578947e-3	3.921569e-2	30,33,48	ALDH1A3,GAPDH
GO Molecular Function	GO:0005048	signal sequence binding	118	6.299628e-2	1.000000e+0	1.000000e+0	4.926755e+0	4.059468e-1	2	1.951667e-3	9.615385e-3	101	5.844574e-2	1.000000e+0	1.000000e+0	5.075515e+0	3.940487e-1	2	23	6.578947e-3	8.695652e-2	30,31	KPNB1,NFKBIA
GO Molecular Function	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	119	6.390494e-2	1.000000e+0	1.000000e+0	1.514514e+1	6.602776e-2	1	3.174412e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	31	SCD
GO Molecular Function	GO:0017069	snRNA binding	120	6.463265e-2	1.000000e+0	1.000000e+0	1.496889e+1	6.680521e-2	1	3.211789e-4	4.807692e-3	221	1.731609e-1	1.000000e+0	1.000000e+0	5.306220e+0	1.884581e-1	1	11	3.289474e-3	9.090909e-2	56	HEXIM1
GO Molecular Function	GO:0031997	N-terminal myristoylation domain binding	121	6.525086e-2	1.000000e+0	1.000000e+0	1.482225e+1	6.746614e-2	1	3.243564e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	32	CALM2
GO Molecular Function	GO:0004645	phosphorylase activity	122	6.636724e-2	1.000000e+0	1.000000e+0	1.456436e+1	6.866077e-2	1	3.300999e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	57	PYGB
GO Molecular Function	GO:0032052	bile acid binding	123	6.746887e-2	1.000000e+0	1.000000e+0	1.431823e+1	6.984102e-2	1	3.357741e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	33	AKR1C3
GO Molecular Function	GO:0050327	testosterone 17-beta-dehydrogenase (NAD+) activity	124	7.035839e-2	1.000000e+0	1.000000e+0	1.370927e+1	7.294334e-2	1	3.506891e-4	4.807692e-3	108	6.679459e-2	1.000000e+0	1.000000e+0	1.459211e+1	6.853021e-2	1	4	3.289474e-3	2.500000e-1	33	AKR1C3
GO Molecular Function	GO:0047372	acylglycerol lipase activity	125	7.087249e-2	1.000000e+0	1.000000e+0	1.360613e+1	7.349631e-2	1	3.533476e-4	4.807692e-3	163	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	57	ABHD12
GO Molecular Function	GO:0003676	nucleic acid binding	126	7.088104e-2	1.000000e+0	1.000000e+0	1.169932e+0	5.983252e+1	70	2.876563e-1	3.365385e-1	21	1.362083e-2	1.000000e+0	1.000000e+0	1.272992e+0	5.813075e+1	74	3393	2.434211e-1	2.180961e-2	30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,35,35,35,36,36,36,36,36,37,37,37,38,38,38,38,39,40,40,40,41,42,45,46,49,56,66	ATOH8,AUH,BANF1,BANP,BHLHE40,CHD2,CTC1,DDX5,DHX37,DPF1,E2F2,EIF1,EIF1AD,EIF4B,ERCC1,FOXB1,GABPB1,GLI2,GPATCH1,GTF2A1,H2AFJ,HES7,HEXIM1,HIST2H2AB,HIST2H2AC,HIST2H2BE,HIST4H4,HNRNPA1,HNRNPL,HNRNPUL1,ICT1,IGF2BP1,KLF10,KLF9,KRR1,LUC7L3,MLL4,MYC,NFE2L1,NOL8,NR2E3,PCBP1,PCBP2,PCGF2,POLR2A,POLR2I,PUS10,RBM39,RNASE4,RPS19,SCYL1,SF3B14,SMAD3,SMAD6,SNRPA,SNRPF,STAT6,TFAP2C,TFCP2L1,THAP8,THOC6,TMPO,ZBTB4,ZBTB7B,ZFAND5,ZFP91,ZMAT4,ZNF146,ZNF302,ZNF384,ZNF469,ZNF507,ZNF565,ZNF579
GO Molecular Function	GO:0000156	two-component response regulator activity	127	7.251956e-2	1.000000e+0	1.000000e+0	1.328551e+1	7.526995e-2	1	3.618747e-4	4.807692e-3	56	3.397253e-2	1.000000e+0	1.000000e+0	2.918421e+1	3.426510e-2	1	2	3.289474e-3	5.000000e-1	35	PDE8A
GO Molecular Function	GO:0047485	protein N-terminus binding	128	7.469219e-2	1.000000e+0	1.000000e+0	2.539468e+0	1.575133e+0	4	7.572754e-3	1.923077e-2	100	5.822637e-2	1.000000e+0	1.000000e+0	2.746749e+0	1.456267e+0	4	85	1.315789e-2	4.705882e-2	30,30,32,43	ACTN4,CALM2,STX1A,TGFB1
GO Molecular Function	GO:0004791	thioredoxin-disulfide reductase activity	129	7.640890e-2	1.000000e+0	1.000000e+0	1.258326e+1	7.947066e-2	1	3.820705e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	34	TXNRD1
GO Molecular Function	GO:0001948	glycoprotein binding	130	7.885971e-2	1.000000e+0	1.000000e+0	2.491031e+0	1.605761e+0	4	7.720004e-3	1.923077e-2	24	1.452691e-2	1.000000e+0	1.000000e+0	4.244976e+0	9.422904e-1	4	55	1.315789e-2	7.272727e-2	30,30,30,35	FBXO27,ITGB1,SARS2,STX1A
GO Molecular Function	GO:0005350	pyrimidine base transmembrane transporter activity	131	8.312715e-2	1.000000e+0	1.000000e+0	1.152494e+1	8.676838e-2	1	4.171557e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	38	AQP9
GO Molecular Function	GO:0015166	polyol transmembrane transporter activity	132	8.479353e-2	1.000000e+0	1.000000e+0	1.128837e+1	8.858672e-2	1	4.258977e-4	4.807692e-3	147	9.850503e-2	1.000000e+0	1.000000e+0	9.728070e+0	1.027953e-1	1	6	3.289474e-3	1.666667e-1	38	AQP9
GO Molecular Function	GO:0019207	kinase regulator activity	133	8.490825e-2	1.000000e+0	1.000000e+0	1.983895e+0	3.024354e+0	6	1.454016e-2	2.884615e-2	41	1.930338e-2	1.000000e+0	1.000000e+0	2.847240e+0	2.107304e+0	6	123	1.973684e-2	4.878049e-2	30,32,35,41,45,56	CCND1,CKS1B,HEXIM1,SOCS3,TRIB1,WNK1
GO Molecular Function	GO:0044020	histone methyltransferase activity (H4-R3 specific)	134	8.572898e-2	1.000000e+0	1.000000e+0	1.115960e+1	8.960893e-2	1	4.308122e-4	4.807692e-3	82	5.052491e-2	1.000000e+0	1.000000e+0	1.945614e+1	5.139766e-2	1	3	3.289474e-3	3.333333e-1	31	PRMT1
GO Molecular Function	GO:0008641	small protein activating enzyme activity	135	8.608111e-2	1.000000e+0	1.000000e+0	1.111185e+1	8.999398e-2	1	4.326634e-4	4.807692e-3	208	1.587399e-1	1.000000e+0	1.000000e+0	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	39	SAE1
GO Molecular Function	GO:0042979	ornithine decarboxylase regulator activity	136	8.625517e-2	1.000000e+0	1.000000e+0	1.108840e+1	9.018437e-2	1	4.335787e-4	4.807692e-3	127	8.278639e-2	1.000000e+0	1.000000e+0	1.167368e+1	8.566276e-2	1	5	3.289474e-3	2.000000e-1	31	AZIN1
